lambda_strategy,run_type,control_family,subset,count,mean_lambda,mean_gate_weight,mean_dist_base,mean_dist_reg0,mean_dist_reg1,mean_retained_ratio
lambda_block_shuffle_500,negative_control,block_shuffle,high_non_sat,538,0.8973239920076644,0.10267600799233546,0.8532975912094116,0.09763829410076141,0.8532975912094116,0.10267601907253265
lambda_block_shuffle_500,negative_control,block_shuffle,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916103363037
lambda_block_shuffle_500,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_block_shuffle_500,negative_control,block_shuffle,high_non_sat,538,0.8973239920076644,0.10267600799233546,0.8532975912094116,0.09763829410076141,0.8532975912094116,0.10267601907253265
lambda_block_shuffle_500,negative_control,block_shuffle,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916103363037
lambda_block_shuffle_500,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_block_shuffle_500,negative_control,block_shuffle,high_non_sat,538,0.8973239920076644,0.10267600799233546,0.8532975912094116,0.09763829410076141,0.8532975912094116,0.10267601907253265
lambda_block_shuffle_500,negative_control,block_shuffle,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916103363037
lambda_block_shuffle_500,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_block_shuffle_500,negative_control,block_shuffle,high_non_sat,538,0.8973239920076644,0.10267600799233546,0.8532975912094116,0.09763829410076141,0.8532975912094116,0.10267601907253265
lambda_block_shuffle_500,negative_control,block_shuffle,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916103363037
lambda_block_shuffle_500,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_block_shuffle_500,negative_control,block_shuffle,high_non_sat,538,0.8973239920076644,0.10267600799233546,0.8532975912094116,0.09763829410076141,0.8532975912094116,0.10267601907253265
lambda_block_shuffle_500,negative_control,block_shuffle,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916103363037
lambda_block_shuffle_500,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_block_shuffle_50,negative_control,block_shuffle,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_block_shuffle_50,negative_control,block_shuffle,low,2986,0.1303084311474875,0.8696915688525124,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916699409485
lambda_block_shuffle_50,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_block_shuffle_50,negative_control,block_shuffle,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_block_shuffle_50,negative_control,block_shuffle,low,2986,0.1303084311474875,0.8696915688525124,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916699409485
lambda_block_shuffle_50,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_block_shuffle_50,negative_control,block_shuffle,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_block_shuffle_50,negative_control,block_shuffle,low,2986,0.1303084311474875,0.8696915688525124,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916699409485
lambda_block_shuffle_50,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_block_shuffle_50,negative_control,block_shuffle,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_block_shuffle_50,negative_control,block_shuffle,low,2986,0.1303084311474875,0.8696915688525124,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916699409485
lambda_block_shuffle_50,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_block_shuffle_50,negative_control,block_shuffle,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_block_shuffle_50,negative_control,block_shuffle,low,2986,0.1303084311474875,0.8696915688525124,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696916699409485
lambda_block_shuffle_50,negative_control,block_shuffle,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_constant_05,negative_control,constant,high_non_sat,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,low,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,all,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,high_non_sat,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,low,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,all,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,high_non_sat,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,low,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,all,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,high_non_sat,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,low,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,all,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,high_non_sat,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,low,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_05,negative_control,constant,all,5971,0.5,0.5,0.4754680097103119,0.4754680097103119,0.4754680097103119,0.5000000596046448
lambda_constant_10,negative_control,constant,low,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,all,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,low,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,all,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,low,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,all,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,low,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,all,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,low,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_constant_10,negative_control,constant,all,5971,1.0,0.0,0.0,0.0,0.9509360194206238,0.0
lambda_shift_1000,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_shift_1000,negative_control,shift,low,2986,0.1303084311474875,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696915507316589
lambda_shift_1000,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_1000,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_shift_1000,negative_control,shift,low,2986,0.1303084311474875,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696915507316589
lambda_shift_1000,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_1000,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_shift_1000,negative_control,shift,low,2986,0.1303084311474875,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696915507316589
lambda_shift_1000,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_1000,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_shift_1000,negative_control,shift,low,2986,0.1303084311474875,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696915507316589
lambda_shift_1000,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_1000,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267602652311325
lambda_shift_1000,negative_control,shift,low,2986,0.1303084311474875,0.8696915688525125,0.12391495704650879,0.8270209431648254,0.12391495704650879,0.8696915507316589
lambda_shift_1000,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_100,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_100,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916103363037
lambda_shift_100,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_100,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_100,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916103363037
lambda_shift_100,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_100,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_100,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916103363037
lambda_shift_100,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_100,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_100,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916103363037
lambda_shift_100,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_100,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_100,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916103363037
lambda_shift_100,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847211003303528,0.5662147998809814,0.3847211003303528,0.5954290628433228
lambda_shift_300,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_300,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_300,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_shift_300,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_300,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_300,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_shift_300,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_300,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_300,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_shift_300,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_300,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_300,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_shift_300,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
lambda_shift_300,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_300,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714329,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954291224479675
lambda_shift_600,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233548,0.8532976508140564,0.09763829410076141,0.8532976508140564,0.10267601162195206
lambda_shift_600,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_600,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847210705280304,0.5662148594856262,0.3847210705280304,0.5954290628433228
lambda_shift_600,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233548,0.8532976508140564,0.09763829410076141,0.8532976508140564,0.10267601162195206
lambda_shift_600,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_600,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847210705280304,0.5662148594856262,0.3847210705280304,0.5954290628433228
lambda_shift_600,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233548,0.8532976508140564,0.09763829410076141,0.8532976508140564,0.10267601162195206
lambda_shift_600,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_600,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847210705280304,0.5662148594856262,0.3847210705280304,0.5954290628433228
lambda_shift_600,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233548,0.8532976508140564,0.09763829410076141,0.8532976508140564,0.10267601162195206
lambda_shift_600,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_600,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847210705280304,0.5662148594856262,0.3847210705280304,0.5954290628433228
lambda_shift_600,negative_control,shift,high_non_sat,538,0.8973239920076646,0.10267600799233548,0.8532976508140564,0.09763829410076141,0.8532976508140564,0.10267601162195206
lambda_shift_600,negative_control,shift,low,2986,0.13030843114748752,0.8696915688525125,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shift_600,negative_control,shift,all,5971,0.4045709833285671,0.5954290166714328,0.3847210705280304,0.5662148594856262,0.3847210705280304,0.5954290628433228
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532976508140564,0.09763830155134201,0.8532976508140564,0.10267601162195206
lambda_shuffle_global,negative_control,shuffle_global,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shuffle_global,negative_control,shuffle_global,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532976508140564,0.09763830155134201,0.8532976508140564,0.10267601162195206
lambda_shuffle_global,negative_control,shuffle_global,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shuffle_global,negative_control,shuffle_global,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532976508140564,0.09763830155134201,0.8532976508140564,0.10267601162195206
lambda_shuffle_global,negative_control,shuffle_global,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shuffle_global,negative_control,shuffle_global,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532976508140564,0.09763830155134201,0.8532976508140564,0.10267601162195206
lambda_shuffle_global,negative_control,shuffle_global,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shuffle_global,negative_control,shuffle_global,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532976508140564,0.09763830155134201,0.8532976508140564,0.10267601162195206
lambda_shuffle_global,negative_control,shuffle_global,low,2986,0.13030843114748752,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
lambda_shuffle_global,negative_control,shuffle_global,all,5971,0.4045709833285672,0.5954290166714328,0.3847210705280304,0.5662147998809814,0.3847210705280304,0.5954290628433228
score_equal,main,main,high_non_sat,536,0.7503847865757087,0.2496152134242912,0.7135677933692932,0.23736809194087982,0.7135677933692932,0.24961522221565247
score_equal,main,main,low,2976,0.1080629854481177,0.8919370145518822,0.10276097059249878,0.8481748700141907,0.10276097059249878,0.8919370770454407
score_equal,main,main,all,5951,0.3478735233154682,0.6521264766845317,0.3308054208755493,0.6201305389404297,0.3308054208755493,0.6521265506744385
score_gating,main,main,high_non_sat,538,0.8973239920076646,0.10267600799233546,0.8532975912094116,0.09763830155134201,0.8532975912094116,0.10267601907253265
score_gating,main,main,low,2986,0.1303084311474875,0.8696915688525124,0.12391495704650879,0.8270208835601807,0.12391495704650879,0.8696916699409485
score_gating,main,main,all,5971,0.4045709833285671,0.5954290166714329,0.3847210705280304,0.5662148594856262,0.3847210705280304,0.595429003238678
score_regime,main,main,high_non_sat,536,0.8831831476801841,0.11681685231981583,0.8398505449295044,0.11108533293008804,0.8398505449295044,0.11681686341762543
score_regime,main,main,low,2976,0.12334351757115368,0.8766564824288463,0.11729177832603455,0.8336441516876221,0.11729177832603455,0.8766564726829529
score_regime,main,main,all,5951,0.39422955409926774,0.6057704459007324,0.37488704919815063,0.5760489106178284,0.37488704919815063,0.605770468711853
