lambda_strategy,run_type,control_family,subset,count,mean_lambda,mean_gate_weight,mean_dist_base,mean_dist_reg0,mean_dist_reg1,mean_retained_ratio
lambda_constant_05,negative_control,constant,low,5961,0.5,0.5,0.4754679799079895,0.4754679799079895,0.4754679799079895,0.5000000596046448
lambda_constant_05,negative_control,constant,all,5961,0.5,0.5,0.4754679799079895,0.4754679799079895,0.4754679799079895,0.5000000596046448
lambda_constant_05,negative_control,constant,high_non_sat,5961,0.5,0.5,0.4754679799079895,0.4754679799079895,0.4754679799079895,0.5000000596046448
lambda_constant_05,negative_control,constant,low,5961,0.5,0.5,0.4754679799079895,0.4754679799079895,0.4754679799079895,0.5000000596046448
lambda_constant_05,negative_control,constant,all,5961,0.5,0.5,0.4754679799079895,0.4754679799079895,0.4754679799079895,0.5000000596046448
lambda_constant_10,negative_control,constant,low,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,all,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,low,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,all,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,low,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,all,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,low,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,all,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,low,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_constant_10,negative_control,constant,all,5961,1.0,0.0,0.0,0.0,0.950935959815979,0.0
lambda_shift_1000,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937188744545,0.8356421589851379,0.12124238908290863
lambda_shift_1000,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337596654891968,0.11717633903026581,0.8767778873443604
lambda_shift_1000,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_1000,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937188744545,0.8356421589851379,0.12124238908290863
lambda_shift_1000,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337596654891968,0.11717633903026581,0.8767778873443604
lambda_shift_1000,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_1000,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937188744545,0.8356421589851379,0.12124238908290863
lambda_shift_1000,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337596654891968,0.11717633903026581,0.8767778873443604
lambda_shift_1000,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_1000,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937188744545,0.8356421589851379,0.12124238908290863
lambda_shift_1000,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337596654891968,0.11717633903026581,0.8767778873443604
lambda_shift_1000,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_1000,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937188744545,0.8356421589851379,0.12124238908290863
lambda_shift_1000,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337596654891968,0.11717633903026581,0.8767778873443604
lambda_shift_1000,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_100,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_100,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767778873443604
lambda_shift_100,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_100,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_100,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767778873443604
lambda_shift_100,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_100,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_100,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767778873443604
lambda_shift_100,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_100,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_100,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767778873443604
lambda_shift_100,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_100,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_100,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767778873443604
lambda_shift_100,negative_control,shift,all,5961,0.39517620745977466,0.6048237925402253,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shift_300,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_300,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767779469490051
lambda_shift_300,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751487016677856,0.37578725814819336,0.6048238277435303
lambda_shift_300,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_300,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767779469490051
lambda_shift_300,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751487016677856,0.37578725814819336,0.6048238277435303
lambda_shift_300,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_300,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767779469490051
lambda_shift_300,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751487016677856,0.37578725814819336,0.6048238277435303
lambda_shift_300,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_300,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767779469490051
lambda_shift_300,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751487016677856,0.37578725814819336,0.6048238277435303
lambda_shift_300,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_300,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767779469490051
lambda_shift_300,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751487016677856,0.37578725814819336,0.6048238277435303
lambda_shift_600,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_600,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767779469490051
lambda_shift_600,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578722834587097,0.5751486420631409,0.37578722834587097,0.6048238277435303
lambda_shift_600,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_600,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767779469490051
lambda_shift_600,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578722834587097,0.5751486420631409,0.37578722834587097,0.6048238277435303
lambda_shift_600,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_600,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767779469490051
lambda_shift_600,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578722834587097,0.5751486420631409,0.37578722834587097,0.6048238277435303
lambda_shift_600,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_600,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767779469490051
lambda_shift_600,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578722834587097,0.5751486420631409,0.37578722834587097,0.6048238277435303
lambda_shift_600,negative_control,shift,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
lambda_shift_600,negative_control,shift,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767779469490051
lambda_shift_600,negative_control,shift,all,5961,0.3951762074597748,0.6048237925402252,0.37578722834587097,0.5751486420631409,0.37578722834587097,0.6048238277435303
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356422185897827,0.1152937188744545,0.8356422185897827,0.12124237418174744
lambda_shuffle_global,negative_control,shuffle_global,low,2981,0.12322213297348257,0.8767778670265174,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767778873443604
lambda_shuffle_global,negative_control,shuffle_global,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356422185897827,0.1152937188744545,0.8356422185897827,0.12124237418174744
lambda_shuffle_global,negative_control,shuffle_global,low,2981,0.12322213297348257,0.8767778670265174,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767778873443604
lambda_shuffle_global,negative_control,shuffle_global,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356422185897827,0.1152937188744545,0.8356422185897827,0.12124237418174744
lambda_shuffle_global,negative_control,shuffle_global,low,2981,0.12322213297348257,0.8767778670265174,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767778873443604
lambda_shuffle_global,negative_control,shuffle_global,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356422185897827,0.1152937188744545,0.8356422185897827,0.12124237418174744
lambda_shuffle_global,negative_control,shuffle_global,low,2981,0.12322213297348257,0.8767778670265174,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767778873443604
lambda_shuffle_global,negative_control,shuffle_global,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
lambda_shuffle_global,negative_control,shuffle_global,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356422185897827,0.1152937188744545,0.8356422185897827,0.12124237418174744
lambda_shuffle_global,negative_control,shuffle_global,low,2981,0.12322213297348257,0.8767778670265174,0.11717633903026581,0.8337595462799072,0.11717633903026581,0.8767778873443604
lambda_shuffle_global,negative_control,shuffle_global,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
score_equal,main,main,high_non_sat,530,0.9189231764727769,0.08107682352722306,0.8738370537757874,0.07709886133670807,0.8738370537757874,0.08107683062553406
score_equal,main,main,low,2941,0.13488951024743276,0.8651104897525672,0.12827128171920776,0.8226645588874817,0.12827128171920776,0.8651105165481567
score_equal,main,main,all,5881,0.39775018987626687,0.6022498101237331,0.3782349228858948,0.5727009773254395,0.3782349228858948,0.6022498607635498
score_gating,main,main,high_non_sat,537,0.8787576277413447,0.12124237225865524,0.8356421589851379,0.1152937263250351,0.8356421589851379,0.12124238908290863
score_gating,main,main,low,2981,0.12322213297348257,0.8767778670265175,0.117176353931427,0.8337595462799072,0.117176353931427,0.8767778873443604
score_gating,main,main,all,5961,0.3951762074597748,0.6048237925402252,0.37578725814819336,0.5751486420631409,0.37578725814819336,0.6048238277435303
score_regime,main,main,high_non_sat,533,0.8918694567856758,0.10813054321432419,0.8481106162071228,0.10282521694898605,0.8481106162071228,0.1081305518746376
score_regime,main,main,low,2961,0.12642689243053473,0.8735731075694653,0.12022387236356735,0.8307120203971863,0.12022387236356735,0.8735731840133667
score_regime,main,main,all,5921,0.39286186721384586,0.6071381327861541,0.3735864460468292,0.5773494243621826,0.3735864460468292,0.6071381568908691
